REFERENCIA;STOCK;PRECIO;IVA;PROSPECTO;EAN13;DESCRIPCION;PC;FAMILIA;CATEGORIA;SUBCATEGORIA;LABORATORIO;PVP2;UBICACION
235507;0;12.95;3;;8428749022800;COMODYNES SELF-TANNING NATURAL MONODOSIS  8 TOALLITAS;6.93;Parafarmacia;;;DERMOFARM S.A.U.;0.00;COL-6
235553;0;6.70;2;;6563429;REDOXITOS  25 PERLAS;4.06;Productos Varios;;;BAYER HISPANIA S.L.;0.00;EB4- 
236265;0;16.95;3;;8470002362659;ISDIN HYGIENE GERMISDIN ALOE VERA  1 ENVASE 1000 ML;8.94;Parafarmacia;;;ISDIN, S.A.;0.00;-    
236273;0;20.95;3;;3282779363518;PACK DUO KLORANE CHAMPU A LA PEONIA BIO  1 ENVASE 400 ML;11.12;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;ETU-2
236786;1;8.95;3;;8424657114279;HEMOFARM PLUS TOALLITAS 1 SOBRE 40 UNIDADES;3.77;Parafarmacia;;;FAES FARMA, S.A.;0.00;VAR- 
237321;0;21.60;3;;3282779268806;KLORANE CHAMPU A LA QUININA Y EDELWEISS BIO 1 ENVASE 400 ML;10.88;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;ETU-2
237990;1;5.95;2;;8470004309126;COMPRESA PERDIDAS LEVES INDASEC DISCREET MINI 22 UNIDADES;3.02;Productos Varios;;;LABORATORIOS INDAS S.A.U.;0.00;IND-A
238022;0;11.50;3;;8470002380226;PON-EMO 1 ENVASE 500 ML;6.11;Parafarmacia;;;VECTEM, S.A.;0.00;4HA-M
238080;12;5.95;3;;7612412396003;CURAPROX SENSITIVE CS 3960;3.18;Parafarmacia;;;BIOCOSMETICS SL;0.00;     
238081;36;5.95;3;;7612412423167;CURAPROX SENSITIVE 5460 UL;3.17;Parafarmacia;;;BIOCOSMETICS SL;0.00;-    
238188;0;18.25;3;;3282770143577;KLORANE CHAMPU A LA GRANADA  1 ENVASE 400 ML;13.31;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;ETU-2
238444;12;9.95;3;;4005900076632;DUPLO PROTECTOR LABIAL EUCERIN PIEL SENSIBLE 1 ENVASE 4,8 G;5.18;Parafarmacia;;;BEIERSDORF S.A.;0.00;
238493;0;11.50;3;;8470002384934;PANREUMOL BANO DE MANOS VINAS 1 ENVASE 200 ML;5.97;Parafarmacia;;;LABORATORIOS VIÑAS, S.A.;0.00;SOL-U
238626;0;2.40;2;;4030300022415;CARAMELOS PRAIMS DOBLE ACCION SIN AZUCAR 1 ENVASE 60 G;0.93;DIETÉTICA;;;;0.00;EB0-4
239947;5;10.50;3;;8470002399471;TIJERA MANICURA BETER UÑAS CURVA  9,2 CM;5.36;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;-    
239962;0;14.95;3;;8470002399624;ALICATE PIELES BETER MACHIHEMBRADO INOX 10 CM;7.30;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;-    
241000;2;11.50;3;;8470000323676;XHEKPON CREMA 1 TUBO 40 ML;6.06;Parafarmacia;;;VECTEM, S.A.;0.00;CRE-M
241153;6;6.65;3;;8470002411531;SUERO FISIOLOGICO ESTERIL ACOFAR 30 MONODOSIS 5 ML;1.89;Productos Varios;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
242289;2;7.70;3;;8431166120202;LETIBALM FLUIDO 1 ENVASE 10 ML;3.89;Parafarmacia;;;LETI PHARMA S.L.U.;0.00;MOS-3
242701;0;4.95;2;;8470003383769;NOVOSAL SAL HIPOSODICA 200 G;2.56;Productos Varios;;;IONFARMA S.L.U.;0.00;POL-V
242792;10;9.96;3;;8470000704338;PINZAS DEPILAR BETER P RECTA PAVONADA 7.5 CM;2.62;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;BT - 
242800;4;3.95;3;;8470000984754;CORTAUÑAS BETER CROMADO LIMA TIPO ALEMAN 5,6 CM;1.25;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;BT - 
242818;0;3.95;3;;8470000556739;CORTAUÑAS BETER PEDICURO CROMADO;1.65;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;BT - 
244046;1;20.50;3;;5701943103197;PERSPIREX ORIGINAL ANTITRANSPIRANTE  1 ROLL ON 20 ML;11.00;Parafarmacia;;;ORKLA CEDERROTH, S.A.U.;0.00;
244047;0;8.35;3;;;LAPIZ DE CEJAS AUTOMATICO CON GOUPILLON BETER COLOR 01 LIGHT;4.57;Productos Varios;;;;0.00;
244048;1;8.35;3;;;LAPIZ DE CEJAS AUTOMATICO CON GOUPILLON BETER COLOR 01 LIGHT;4.57;Productos Varios;;;;0.00;
244049;2;8.35;3;;;LAPIZ DE CEJAS AUTOMATICO CON GOUPILLON BETER COLOR 01 LIGHT;4.57;Productos Varios;;;;0.00;
244053;5;6.50;3;;8412122440534;EYELINER DIFUMINADOR AZUL MARINO 03;3.51;Productos Varios;;;INTEX, S.A.;0.00;-    
244060;2;8.50;3;;;EYELINER LIQUIDO PUNTA PRECISION;4.57;Productos Varios;;;;0.00;
244083;3;10.25;3;;8412122440831;SOMBRA OJOS 01 SUNLIGHT;5.43;Productos Varios;;;;0.00;
244180;0;10.25;3;;8412122441807;SOMBRA OJOS 02 SHINY SUNSET;5.43;Productos Varios;;;;0.00;
244181;0;10.24;3;;;SOMBRA OJOS 03 BRUNETTE;5.43;Productos Varios;;;;0.00;
244182;4;10.25;3;;;SOMBRA OJOS 04 PAPRIKA;5.43;Productos Varios;;;;0.00;
244183;4;10.25;3;;;SOMBRA OJOS 05 BROWN;5.43;Productos Varios;;;;0.00;
245365;1;9.30;3;;8427426046535;CERA ORTODONCIA PROTECTORA ROZADURA VITIS ORTHODONTIC 5 BARR;4.98;Parafarmacia;;;DENTAID S.L.;0.00;DEN-T
245761;0;10.95;3;;8470002457614;EMOLIENTA MANOS 1 ENVASE 50 ML;5.81;Parafarmacia;;;LABORATORIOS VIÑAS, S.A.;0.00;POM- 
246253;0;35.00;2;;8436574361124;IRALTONE AGA 60 CAPSULAS;20.60;DIETÉTICA;;;;0.00;COM-P
246942;8;5.95;3;;8470002469426;TIJERA BEBE BETER MANGO PLASTICO 9.2 CM;2.78;Productos Varios;;;INDUSTRIAS BETER S.A.;0.00;     
247098;1;7.70;3;;8470001408488;LETIBALM BALSAMO REPARADOR NARIZ Y LABIOS PEDIATRICO 1 ENVAS;4.13;Parafarmacia;;;LETI PHARMA S.L.U.;0.00;MOS-3
247379;10;44.95;3;;8437000435020;MARTIDERM PROTEOS HYDRA PLUS  30 AMPOLLAS 2 ML;20.18;Parafarmacia;;;MARTIDERM, S.L.;0.00;OTC- 
247387;0;9.50;2;;3578835710274;ARKOCAPSULAS LECITINA DE SOJA BIO 42 CAPSULAS;5.65;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;AC1-0
247395;0;14.95;2;;3578836110615;ARKOCAPSULAS OMEGA 3 50 CAPSULAS;7.40;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;AC1-0
247437;1;11.50;2;;3578836110851;ARKOCAPSULAS LEVADURA DE CERVEZA BIO 45 CAPSULAS;5.72;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;     
247784;0;16.95;3;;5038483733769;DUREX PLAY MASSAGE LUBRICANTE HIDROSOLUBLE INTIMO CON ALOE V;13.09;PARAFARMACIA;;;;0.00;COL-3
248302;6;19.95;3;;8437000435013;MARTIDERM PROTEOS HYDRA PLUS  10 AMPOLLAS 2 ML;8.35;Parafarmacia;;;MARTIDERM, S.L.;0.00;-    
248708;2;14.95;1;;8428076000489;DUREX PLACER PROLONGADO PRESERVATIVOS 12 UNIDADES;9.16;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;DUR-E
250217;0;2.50;2;;8470002502178;AGUA OXIGENADA LISUBEL 5,1% 1 FRASCO 250 ML;0.73;Parafarmacia;;;MAPE ASESORES S.A.;0.00;     
251876;1;9.50;3;;8423872008080;PEUSEK SEK SPORT SPRAY DESODORANTE PIES 1 ENVASE 150 ML;3.74;Parafarmacia;;;PEUSEK S.A.;0.00;-    
252031;0;18.95;3;;3282770392371;KELUAL DS CREMA QUERATORREDUCTORA DUCRAY 1 ENVASE 40 ML;9.26;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;     
252056;2;21.40;3;;8437004614001;MARTIDERM LEGVASS EMULSION  1 ENVASE 200 ML;10.76;Parafarmacia;;;MARTIDERM, S.L.;0.00;-    
252460;0;4.95;3;;8470002524606;TAPONES OIDOS GOMAESPUMA THE FLOWER;1.28;Productos Varios;;;ORTOPEDIA MOGAR S.A;0.00;-    
253872;1;15.60;3;;4052199017983;LINDOR SALVACAMAS  30 UNIDADES 60 CM X 40 CM;7.01;Productos Varios;;;LABORATORIOS HARTMANN S.A.;0.00;-    
254543;0;7.95;3;;3574661727035;NEUTROGENA FORMULA NORUEGA BALSAMO LABIOS Y NARIZ REPARACION;3.34;Parafarmacia;;;JOHNSON & JOHNSON, S.A.;0.00;MOS-T
256553;1;7.30;3;;8427426006010;INTERPROX PLUS SUPER MICRO;3.94;Productos Varios;;;;0.00;
257337;1;8.95;3;;8470002573376;GINGILACER ENCIAS DELICADAS PASTA DENTIFRICA 1 TUBO 75 ML;4.12;Parafarmacia;;;LACER S.A.U.;0.00;PAS-T
257667;1;42.95;2;;8470002576674;CRYOPHARMA BY WARTNER ANTIVERRUGAS 1 ENVASE 50 ML;25.87;Parafarmacia;;;PERRIGO ESPAÑA S.A.;0.00;PIE-S
258252;2;30.00;3;;;HANLEY BILLY NUDE;13.00;Parafarmacia;;;;0.00;
258657;0;15.50;1;;8428076000533;DUREX SENSITIVO SUAVE PRESERVATIVOS 12 UNIDADES;6.69;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;
260075;0;9.50;3;;8003670845843;DISCOS ABSORBENTES LACTANCIA CHICCO 30 U;3.47;Productos Varios;;;ARTSANA SPAIN S.A.U.;0.00;-    
261073;0;13.95;3;;8429420156432;ISDIN DUO MANOS PLUS HAND CREAM REPAIR  1 ENVASE 50 ML;7.52;Parafarmacia;;;ISDIN, S.A.;0.00;EST-A
262641;0;3.50;3;;8470002626416;ANABOX DAILY PASTILLERO DIARIO;1.76;PARAFARMACIA;;;;0.00;-    
262832;1;11.67;3;;8470002628328;BLEFARIX GEL 1 ENVASE 30 ML;7.26;Productos Varios;;;LABORATORIOS VIÑAS, S.A.;0.00;CRE-M
263657;1;9.95;3;;8470002636576;GINGILACER ENCIAS DELICADAS COLUTORIO  1 ENVASE 200 ML;4.74;Parafarmacia;;;LACER S.A.U.;0.00;COL-U
264259;7;19.95;3;;8437000435150;MARTIDERM PROTEOS HYDRA PLUS SP  10 AMPOLLAS 2 ML;8.35;Parafarmacia;;;MARTIDERM, S.L.;0.00;
264267;8;46.95;3;;8437000435167;MARTIDERM PROTEOS HYDRA PLUS SP  30 AMPOLLAS 2 ML;20.18;Parafarmacia;;;MARTIDERM, S.L.;0.00;AMP- 
264662;1;10.95;2;;8470002646629;AQUORAL GOTAS OFTALMICAS LUBRICANTES ESTERILES 20 MONODOSIS;5.74;Productos Varios;;;ESTEVE PHARMACEUTICALS S.A.;0.00;GOT-A
264788;1;13.95;1;;8428076000502;DUREX SENSITIVO CONTACTO TOTAL PRESERVATIVOS 12 UNIDADES;12.13;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;DUR-E
264811;17;13.95;2;;8470002648111;URGO AFTAS  1 ENVASE 6 ML;7.03;Parafarmacia;;;LABORATORIOS URGO S.L.;0.00;COL-4
265123;0;28.50;2;;8712045038840;ENFAMIL 3 PREMIUM 1 ENVASE 850 G;18.41;DIETÉTICA INFANTIL;;;;0.00;-    
265167;1;9.95;3;;8427426055681;CEPILLO DENTAL ADULTO VITIS MEDIO DUPLO;5.40;Parafarmacia;;;DENTAID S.L.;0.00;DEN-T
265168;0;10.50;3;;8427426055674;CEPILLO DENTAL ADULTO VITIS SUAVE DUPLO;5.69;Parafarmacia;;;DENTAID S.L.;0.00;-    
265983;1;18.95;3;;8470002659834;MASCARILLA INHALACION OPTICHAMBER / PROCHAMBER NEONATO;10.32;Productos Varios;;;KEYLAB MEDICAL S.L.;0.00;-    
266429;1;18.85;3;;383735812101;MASCARILLA INHALACION OPTICHAMBER   PROCHAMBER INFANTIL;10.27;Productos Varios;;;KEYLAB MEDICAL S.L.;0.00;-    
267220;0;10.95;2;;8431082077147;PLANTILLAS MINI DESCANSO DE SILICONA COMFORSIL 2 UNIDADES CC;5.71;Productos Varios;;;PRIM S.A.;0.00;-    
267872;0;9.20;3;;8430340020673;GINGILACER ENCIAS DELICADAS PASTA DENTIFRICA 1 TUBO 125 ML;4.86;Parafarmacia;;;LACER S.A.U.;0.00;PAS-T
268409;0;7.15;3;;8427426041370;PERIO AID 0.05 MANTENIMIENTO Y CONTROL 1 ENVASE 150 ML;3.38;HIGIENE DENTAL;;;;0.00;COL-U
269469;1;43.75;3;;8437000435235;MARTIDERM DSP MASK DESPIGMENTANTE INTENSIV NOCHE  1 ENVASE 3;0.00;Parafarmacia;;;MARTIDERM, S.L.;0.00;-    
269761;0;10.20;2;;5708932010474;COMPEED AMPOLLAS HIDROCOLOIDE TALLA PEQUEÑA 6 UNIDADES;6.22;Parafarmacia;;;HRA PHARMA IBERIA S.L.;0.00;PIE-S
269909;0;4.95;3;;8470002699090;ACOFARMA NESIRA BALSAMO REPARADOR NARIZ Y LABIOS 1 TARRO 10;1.15;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
274407;0;13.95;2;;3578836110967;ARKOCAPSULAS SPIRULINA BIO  45 CAPSULAS;8.36;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;AC0-7
277731;0;18.50;2;;8424657542003;ROHA MAX 1 ENVASE 130 G;11.05;Productos Varios;;;FAES FARMA, S.A.;0.00;INF-U
292839;0;14.65;2;;7771451;ARKOCAPSULAS AJO 84 CAPSULAS;9.52;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;-    
294438;0;3.50;2;;;SEMILLA DE CHIA BIO 250GR;1.95;Dietética;;;;0.00;
294447;0;2.95;1;;8470002944473;COCO RALLADO FINO 150 GR;1.56;Dietética;;;LABORATORIOS A.C.P.G. S.A. (EL NATURALISTA);0.00;NAT-2
294492;0;3.95;2;;;COPOS AVENA FINO INTEGRAL SIN GLUTEN;2.16;Dietética;;;;0.00;
294516;4;3.95;2;;;CORN FLAKES BIO 320GR;1.89;Dietética;;;;0.00;
294845;0;4.50;2;;;HARINA DE ESPELTA INTEGRAL BIO 1 KG;2.67;Dietética;;;;0.00;
300293;0;20.50;2;;8431890070453;COREGA CREMA EXTRA FUERTE ADHESIVO PROTESIS DENTAL 1 TUBO 75;12.54;Parafarmacia;;;HALEON SPAIN S.A.;0.00;DEN-T
300364;9;6.20;2;;8470001359391;JUANOLA PASTILLAS CLASICAS 1 ENVASE 27 G;3.47;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;EXP-O
300365;2;2.25;2;;8470001359216;JUANOLA PASTILLAS CLASICAS 1 CAJA 5,4 G;1.28;Productos Varios;;;ANGELINI PHARMA ESPAÑA S.L.U.;0.00;PAV-3
300632;1;30.80;3;;3433422400047;TOLERIANE ULTRA DESMAQUILLANTE OJOS Y ROSTRO LA ROCHE POSAY;16.65;Dermofarmacia;;;;0.00;ETU-4
300646;0;3.08;3;;8414799102029;VASELINA PURA FARMABRUM  1 ENVASE 30 G;1.74;Parafarmacia;;;LABORATORIOS BRUM, S. A.;0.00;-    
300830;1;7.95;3;;8427426033269;CEPILLO ESPACIO INTERPROXIMAL INTERPROX MINI 6 UNIDADES;3.64;HIGIENE DENTAL;;;;0.00;DEN-T
300848;0;7.50;3;;8427426033245;CEPILLO DENTAL INTERPOX CONICO;3.97;Productos Varios;;;;0.00;
301267;0;9.95;2;;8428148458187;ARKOCAPSULAS AJO 45 CAPSULAS;5.88;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;AC0-8
301465;0;18.50;2;;3578835711127;ACEITE DE ONAGRA ARKOPHARMA  500 MG 100 CAPSULAS;11.01;Productos Varios;;;ARKOPHARMA LABORATORIOS S.A.U.;0.00;
301609;0;6.55;3;;083078511173;CARMEX SPF 15 CLASSIC BALSAMO LABIAL  1 ENVASE 4,25 G;2.45;Parafarmacia;;;ADENOSIN TRIFOSFATO P FARMA S.L.;0.00;
302339;0;17.95;3;;7612367073080;PURELAN 100  1 TUBO 37 G;9.28;Productos Varios;;;PRODUCTOS MEDICINALES MEDELA S.L.;0.00;CRE-M
302554;2;9.40;2;;8470000755644;ESPARADRAPO HIPOALERGICO TRANSPORE PLASTIC PORTAR 1 UNIDAD 5;4.57;Parafarmacia;;;3M ESPAÑA S.L.;0.00;CAJ-6
304394;1;12.20;3;;3282779003124;AVENE AGUA TERMAL  1 ENVASE 150 ML;6.56;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;ETU-4
304479;0;6.20;2;;8470003044790;PROTECTOR TUBULAR FARMALASTIC FEET TALLA GRANDE;4.40;Productos Varios;;;LABORATORIOS CINFA S.A.;0.00;-    
305092;0;9.90;3;;8470003050920;PROTECTOR DEDIL FARMALASTIC FEET TALLA PEQUENA;4.88;Parafarmacia;;;LABORATORIOS CINFA S.A.;0.00;-    
306241;5;11.20;3;;8470000572999;BREATHE RIGHT CLASICAS TIRA ADH NASAL 10 UNIDADES;5.64;Productos Varios;;;REVA HEALTH S.L.;0.00;MOS-5
308757;0;30.60;2;;8470003087575;COMPLIDERMOL 5ALFA  60 CAPSULAS;18.70;Productos Varios;;;REIG JOFRE, S.A.;0.00;COM-P
311215;1;3.95;3;;8470003112154;ORINAL BOTELLA MASCULINA ACOFAR 1 UNIDAD 1 L;2.26;Productos Varios;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
311218;6;1.30;3;;8470003112185;ENVASE DE RECOGIDA DE MUESTRAS ACOFAR 1 UNIDAD + ESPATULA;0.27;Productos Varios;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
312371;1;5.50;3;;8470000907791;BEGOBANO ESPONJA ENJABONADA DESECHABLE 30 ESPONJAS;2.46;PARAFARMACIA;;;;0.00;ORT-O
313585;1;7.50;3;;8427426026766;HALITA LIMPIADOR LINGUAL;3.66;HIGIENE DENTAL;;;;0.00;
315671;10;4.95;2;;4005800037702;HANSAPLAST APOSITOS PARA CALLOS  8 UNIDADES;1.84;Parafarmacia;;;BEIERSDORF S.A.;0.00;PIE-S
315804;0;4.50;1;;8470003158046;COMPRESAS MATERNITY INDAS ALGODON 20 UD	;2.67;Productos Varios;;;;0.00;
316729;2;7.80;3;;84196866;LETIBALM BALSAMO REPARADOR NARIZ Y LABIOS 1 ENVASE 10 ML;4.13;Parafarmacia;;;LETI PHARMA S.L.U.;0.00;MOS-3
317370;1;21.50;3;;8470003173704;ISDIN POST SOLAR AFTER SUN LOTION  1 ENVASE 400 ML;11.21;Parafarmacia;;;ISDIN, S.A.;0.00;SOL-A
318058;0;3.60;2;;8470003180580;TIRAS ADHESIVAS HIPOALERGENICAS TEJIDO SIN TEJER ACOFAR 16 U;1.11;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
318097;0;9.95;3;;3282779417075;KLORANE CERA DEPILATORIA EN FRIO ROSTRO  6 BANDAS DOBLES;5.20;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;-    
318824;0;16.95;3;;8428749536000;CUMLAUDE LAB: GYNELAUDE HIDRATANTE INTERNO 6 UNIDADES 6 ML;8.56;Dermofarmacia;;;;0.00;CRE- 
319889;0;11.75;3;;8470000399336;CUBRE ESCAYOLA PRIM BRAZO ENTERO GDE;8.22;ORTOPEDIA;;;;0.00;VI3-1
320101;1;6.10;2;;8470000165924;AQUILEA MAGNESIO  375 MG 14 COMPRIMIDOS EFERVESCENTES;3.64;Productos Varios;;;URIACH CONSUMER HEALTHCARE S.L.;0.00;HOM-E
320754;0;5.95;3;;8411660810052;NOXZEMA PROTECTIVE SHAVE CLASSIC SHAVE ESPUMA DE AFEITAR  1 ;2.49;Parafarmacia;;;GENOVE, S.A.;0.00;ETU-4
320903;0;17.95;3;;8437022765075;BLUE CAP CREMA 1 ENVASE 50 G;9.07;Parafarmacia;;;CATALYSIS, S.L.;0.00;EST- 
323394;0;18.95;3;;8470003233941;ISDIN POST SOLAR AFTER SUN SPRAY  1 ENVASE 200 ML;9.86;Parafarmacia;;;ISDIN, S.A.;0.00;SOL-A
324591;0;13.95;3;;8470003245913;ACNIBEN LIMPIADOR PURIFICANTE ESPUMA ISDIN TEEN SKIN 1 ENVAS;7.46;Parafarmacia;;;ISDIN, S.A.;0.00;ETU-5
324592;0;21.95;3;;8470003245920;ACNIBEN CONTROL DE BRILLOS Y GRANOS GEL CREMA ISDIN TEEN SKI;11.80;Parafarmacia;;;ISDIN, S.A.;0.00;ETU-5
326744;0;14.95;3;;4005800630033;EUCERIN PH-5 LOCION HIDRATANTE  1 ENVASE 400 ML;6.60;Parafarmacia;;;BEIERSDORF S.A.;0.00;
327429;0;17.95;2;;8470003274296;MULTICENTRUM JUNIOR  30 COMPRIMIDOS;10.71;Productos Varios;;;HALEON SPAIN S.A.;0.00;COM-P
328641;2;12.95;3;;5052197040364;DUREX PLAY BASICO PLEASURE GEL LUBRICANTE HIDROSOLUBLE INTIM;5.09;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;DUR-E
328654;1;12.50;2;;8470000121203;RESALIM PLUS 10 CAPSULAS;5.54;Productos Varios;;;LABORATORIOS PHERGAL S.A.;0.00;COM-P
329234;1;4.00;2;;8431479923446;HYDROGEL VARI APOSITO AMPOLLAS;0.00;PARAFARMACIA;;;;0.00;EXP-O
330671;1;12.95;3;;8470003306713;BEPANTHOL BEBE POMADA PROTECTORA  1 TUBO 50 G;6.88;Productos Varios;;;BAYER HISPANIA S.L.;0.00;-    
331694;0;5.50;3;;8470003316941;TAPONES OIDOS SILICONA MARIES AQUATICS 2 U;2.96;Productos Varios;;;PRIM S.A.;0.00;     
331978;1;5.95;3;;;LACER JUNIOR GEL DENTAL  1 TUBO 75 ML SABOR FRESA;3.05;Parafarmacia;;;LACER S.A.U.;0.00;
332221;0;14.95;3;;4052199132839;LINDOR AUSONIA SALVACAMAS  6 PAQUETES 15 UNIDADES 90 CM X 60;5.43;Productos Varios;;;LABORATORIOS HARTMANN S.A.;0.00;-    
332890;1;6.80;3;;8427426013162;VITIS SEDA DENTAL CON FLUOR Y MENTA SUAVE  50 M;3.42;Parafarmacia;;;DENTAID S.L.;0.00;
333118;7;32.06;3;;8470003331180;ISDIN FOTOPROTECTOR GEL CREAM SPF 50  1 TUBO 250 ML;16.26;Parafarmacia;;;ISDIN, S.A.;0.00;FOT-O
333599;1;6.95;3;;8427426008007;CEPILLO DENTAL ADULTO VITIS ENCIAS;3.49;Parafarmacia;;;DENTAID S.L.;0.00;
334193;0;19.00;3;;8470003341936;ISDIN HYDRATION UREADIN LOTION 10  1 ENVASE 400 ML CON VALVU;10.29;Parafarmacia;;;ISDIN, S.A.;0.00;ETU-6
334938;4;7.95;3;;8412122222666;GUANTE DE BAÑO BETER CRIN MASAJE PEELING MASAJE;2.81;Parafarmacia;;;INDUSTRIAS BETER S.A.;0.00;     
335844;1;37.50;2;;8712045036969;ENFAMIL PREMIUM COMPLETE 1  1 ENVASE 800 G;22.75;Productos Varios;;;RECKITT BENCKISER HEALTHCARE S.A.;0.00;INF-A
337188;0;17.95;3;;3282779390736;KELUAL EMULSION DUCRAY 1 ENVASE 50 ML;9.54;Productos Varios;;;PIERRE FABRE IBERICA S.A.;0.00;ETU-3
339284;8;15.95;3;;;BARRELTROPIA PROTECCIÓN SOLAR SOLIDA;0.00;Parafarmacia;;;;0.00;
339287;0;0.00;3;;;BARRELTROPIA PROTECCIÓN SOLAR SÓLIDA;0.00;Parafarmacia;;;;0.00;
340317;0;14.95;2;;8470003403177;CASENFIBRA 14 SOBRES 5 G;8.80;Productos Varios;;;CASEN RECORDATI, S.L.;0.00;SOB-R
340541;1;4.20;3;;8470003405416;TAPONES OIDOS ESPUMA ACOFAR 6 UNIDADES;2.14;Productos Varios;;;ACOFARMA DISTRIBUCION S.A.;0.00;     
340542;0;3.95;1;;8470003405423;TAPONES OIDOS SILICONA MOLDEABLE ACOFAR 6 UNIDADES;1.76;Productos Varios;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
341533;0;12.95;3;;3337871322595;DESODORANTE 24 H SIN SALES DE ALUMINIO VICHY 1 ROLL ON 50 ML;6.63;Parafarmacia;;;VICHY - L´OREAL ESPAÑA, S.A.;0.00;-    
342261;1;12.60;3;;8427426041394;PERIO AID 0.05 MANTENIMIENTO Y CONTROL 1 ENVASE 500 ML;6.80;HIGIENE DENTAL;;;;0.00;COL-U
342659;0;8.20;3;;4008600423171;CEPILLO LIMPIABIBERON NUK SET 2 EN 1;3.76;Productos Varios;;;MAPA SPONTEX IBERICA S.A.U.;0.00;INF-A
343037;0;26.92;3;;3282779328326;KLORANE CHAMPU AL MANGO  1 ENVASE 400 ML;0.00;Parafarmacia;;;PIERRE FABRE IBERICA S.A.;0.00;-    
344382;1;15.50;3;;8470003443821;ANDINA CREMA DECOLORANTE 1 ENVASE 30 ML;8.34;Parafarmacia;;;LAB. DE APLICACIONES FARMACODINAMICAS, S.A.;0.00;VAR-2
344390;1;23.95;3;;8470003443906;ANDINA CREMA DECOLORANTE 1 ENVASE 100 ML;12.81;Parafarmacia;;;LAB. DE APLICACIONES FARMACODINAMICAS, S.A.;0.00;VAR-2
345082;2;28.95;3;;8429420188532;FOTOPROTECTOR ISDIN EXTREM 90 SPF 50+  1 ENVASE 50 ML;14.58;Parafarmacia;;;ISDIN, S.A.;0.00;SOL-A
345199;0;14.95;3;;8431567378158;DERCOS TECHNIQUE ANTICASPA GRASA  1 ENVASE 200 ML;0.00;Parafarmacia;;;VICHY - L´OREAL ESPAÑA, S.A.;0.00;ETU-3
346526;0;6.50;3;;083078018108;CARMEX CHERRY BALSAMO LABIAL HIDRATANTE  1 TARRO 7,5 G;2.52;Parafarmacia;;;ADENOSIN TRIFOSFATO P FARMA S.L.;0.00;     
347765;2;12.95;3;;8470003477659;BEPANTHOL POMADA PROTECTORA  1 ENVASE 30 G;6.06;Parafarmacia;;;BAYER HISPANIA S.L.;0.00;INF-A
348143;1;5.95;3;;8427426006478;CEPILLO DENTAL ADULTO VITIS SUAVE ACCESS;2.88;Parafarmacia;;;DENTAID S.L.;0.00;
348560;0;19.95;2;;8032472002079;FINOCARBO PLUS  500 MG 50 CAPSULAS;12.18;Productos Varios;;;ABOCA ESPAÑA, S.A.;0.00;-    
348565;9;3.50;2;;8470001463739;ALCOHOL 96º ACOFAR 1 FRASCO 250 ML;0.00;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
348813;1;7.95;2;;8470001227058;ALCOHOL 96º ACOFAR 1 FRASCO 500 ML;2.54;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
349662;1;7.95;2;;8470001463814;ALCOHOL 96º ACOFAR 1 FRASCO 1000 ML;3.01;Parafarmacia;;;ACOFARMA DISTRIBUCION S.A.;0.00;-    
349696;0;9.50;3;;8470003496964;BEXIDENT ENCIAS TRATAMIENTO COADYUVANTE CLORHEXIDINA 0,12% C;5.06;Parafarmacia;;;ISDIN, S.A.;0.00;COL-U
